CropType,Location,LandType,LandSize,Income,LoanName
Coffee,Kodagu,Wetland,1.23,82438,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.59,77584,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.66,95493,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.44,67162,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.12,95901,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.26,85457,Plantation Development Loan
Coffee,Hassan,Wetland,1.92,77359,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.01,98449,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.27,95919,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.08,83966,Plantation Development Loan
Coffee,Hassan,Wetland,0.89,70913,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,0.84,68377,Plantation Development Loan
Coffee,Kodagu,Wetland,1.51,86546,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.36,79270,Plantation Development Loan
Coffee,Kodagu,Wetland,0.59,77639,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.34,88073,Plantation Development Loan
Coffee,Hassan,Wetland,1.39,67424,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.6,64526,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.28,70321,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.23,76421,Plantation Development Loan
Coffee,Kodagu,Wetland,1.17,71060,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.11,83419,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.41,93252,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.61,72865,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.68,96867,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.6,90111,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,0.93,67777,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.45,89100,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.08,71522,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.44,67162,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.26,85457,Plantation Development Loan
Coffee,Kodagu,Wetland,1.11,72750,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.5,74952,Plantation Development Loan
Coffee,Kodagu,Wetland,1.15,79789,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.41,74726,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,0.76,68919,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.8,79161,Plantation Development Loan
Coffee,Kodagu,Wetland,0.51,85280,Plantation Development Loan
Coffee,Hassan,Wetland,0.91,74477,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.03,74445,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.95,97398,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.07,80009,Plantation Development Loan
Coffee,Kodagu,Wetland,1.66,69042,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.58,89755,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.96,79301,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.92,86315,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.2,95085,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,0.75,81156,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.06,93098,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.57,63129,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.28,70321,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.21,98769,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.46,77139,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.56,85840,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.07,84607,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.46,77139,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.71,94003,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.27,98236,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.55,86260,Plantation Development Loan
Coffee,Hassan,Wetland,1.15,87601,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.31,86634,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.71,71857,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.77,74867,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.07,70210,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.06,74107,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.75,64928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.33,73681,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.63,87749,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.88,84812,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.46,85689,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.13,95919,Plantation Development Loan
Coffee,Kodagu,Wetland,1.17,60815,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.62,86606,Plantation Development Loan
Coffee,Kodagu,Wetland,1.79,70723,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.1,70793,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.39,70492,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.38,95987,Plantation Development Loan
Coffee,Kodagu,Wetland,1.7,68584,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.54,73088,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.24,70810,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.89,78850,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.85,80684,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,0.6,70349,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.31,71455,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.06,62309,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.67,88633,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.69,71571,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,0.89,61705,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.46,71955,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.33,80408,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.61,72865,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.3,71851,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.24,70810,Plantation Development Loan
Coffee,Kodagu,Wetland,0.59,77639,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.78,96193,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.76,80446,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.5,83509,Plantation Development Loan
Coffee,Kodagu,Wetland,1.65,60893,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.28,73108,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.87,84614,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.76,80446,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.67,95881,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.41,94191,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.87,81395,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.94,70586,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.44,67162,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.48,90826,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,1.36,88559,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.54,73088,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,1.74,65717,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.59,87342,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.66,86540,Plantation Development Loan
Coconut,Dakshina Kannada,Coastal loamy,2.19,46649,Plantation Loan
Coconut,Udupi,Coastal loamy,3.01,53502,Plantation Loan
Coconut,Udupi,Coastal loamy,1.86,40787,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.77,55707,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,42739,Plantation Loan
Coconut,Udupi,Coastal loamy,3.03,40456,Plantation Loan
Coconut,Udupi,Coastal loamy,2.34,40313,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.08,55166,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.19,53887,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.75,46651,Plantation Loan
Coconut,Udupi,Irrigated,1.87,49492,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.14,41879,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.9,45754,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.21,59919,Plantation Loan
Coconut,Udupi,Coastal loamy,2.85,59458,Plantation Loan
Coconut,Udupi,Irrigated,1.27,58145,Plantation Loan
Coconut,Udupi,Irrigated,1.82,42728,Plantation Loan
Coconut,Tumakuru,Irrigated,2.21,51502,Plantation Loan
Coconut,Udupi,Irrigated,2.13,52935,Plantation Loan
Coconut,Udupi,Coastal loamy,2.29,44126,Plantation Loan
Coconut,Udupi,Irrigated,2.53,59507,Plantation Loan
Coconut,Tumakuru,Irrigated,1.16,51328,Plantation Loan
Coconut,Udupi,Irrigated,2.21,42066,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.89,52976,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.02,43624,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.68,40331,Plantation Loan
Coconut,Udupi,Coastal loamy,2.95,48925,Plantation Loan
Coconut,Tumakuru,Irrigated,3.09,48115,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.14,41879,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.93,49881,Plantation Loan
Coconut,Tumakuru,Irrigated,1.05,48156,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.95,54412,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.31,48163,Plantation Loan
Coconut,Udupi,Irrigated,2.82,50261,Plantation Loan
Coconut,Tumakuru,Irrigated,3.56,43021,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.75,48403,Plantation Loan
Coconut,Udupi,Coastal loamy,1.63,40351,Plantation Loan
Coconut,Udupi,Irrigated,1.56,48180,Plantation Loan
Coconut,Tumakuru,Irrigated,1.16,51328,Plantation Loan
Coconut,Udupi,Coastal loamy,1.82,58595,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.02,53291,Plantation Loan
Coconut,Udupi,Coastal loamy,1.41,43039,Plantation Loan
Coconut,Udupi,Irrigated,3.43,52408,Plantation Loan
Coconut,Udupi,Irrigated,1.17,59520,Plantation Loan
Coconut,Udupi,Irrigated,2.71,46087,Plantation Loan
Coconut,Tumakuru,Irrigated,3.7,45772,Plantation Loan
Coconut,Tumakuru,Irrigated,3.8,40339,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.99,56424,Plantation Loan
Coconut,Udupi,Irrigated,2.13,52935,Plantation Loan
Coconut,Tumakuru,Irrigated,1.4,41684,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.71,49233,Plantation Loan
Coconut,Tumakuru,Irrigated,3.83,47652,Plantation Loan
Coconut,Udupi,Coastal loamy,2.1,49200,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.49,49707,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.9,40783,Plantation Loan
Coconut,Udupi,Irrigated,1.27,58145,Plantation Loan
Coconut,Tumakuru,Irrigated,2.31,57605,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.58,55604,Plantation Loan
Coconut,Udupi,Coastal loamy,2.95,55600,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.07,48631,Plantation Loan
Coconut,Udupi,Coastal loamy,2.6,47990,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.79,41011,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.97,41437,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.38,56549,Plantation Loan
Coconut,Tumakuru,Irrigated,2.22,58552,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.18,54058,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.57,42155,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,2.15,55018,Plantation Loan
Coconut,Tumakuru,Irrigated,2.32,48465,Plantation Loan
Coconut,Tumakuru,Irrigated,2.74,50618,Plantation Loan
Coconut,Udupi,Irrigated,1.87,49492,Plantation Loan
Coconut,Udupi,Irrigated,1.16,40699,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.71,48300,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.76,58756,Plantation Loan
Coconut,Udupi,Irrigated,2.34,48152,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.83,42920,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.6,57733,Plantation Loan
Coconut,Tumakuru,Irrigated,2.21,51502,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.74,51403,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.4,50115,Plantation Loan
Coconut,Tumakuru,Irrigated,1.04,53351,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.3,41260,Plantation Loan
Coconut,Udupi,Coastal loamy,1.81,48292,Plantation Loan
Coconut,Tumakuru,Irrigated,1.86,40163,Plantation Loan
Coconut,Tumakuru,Irrigated,1.81,56691,Plantation Loan
Coconut,Tumakuru,Irrigated,1.05,48156,Plantation Loan
Coconut,Udupi,Coastal loamy,2.1,56572,Plantation Loan
Coconut,Tumakuru,Irrigated,3.7,45772,Plantation Loan
Coconut,Udupi,Irrigated,3.71,54916,Plantation Loan
Coconut,Udupi,Irrigated,1.56,48180,Plantation Loan
Coconut,Udupi,Coastal loamy,3.74,58940,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.76,58756,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.32,51946,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.68,40331,Plantation Loan
Coconut,Udupi,Coastal loamy,1.56,50895,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.07,45721,Plantation Loan
Coconut,Tumakuru,Irrigated,3.79,56629,Plantation Loan
Coconut,Udupi,Coastal loamy,3.78,42128,Plantation Loan
Coconut,Udupi,Coastal loamy,2.72,50237,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.98,41993,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.92,57398,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,2.32,58714,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,2.36,56547,Plantation Loan
Coconut,Tumakuru,Irrigated,1.86,40163,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.1,52914,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.92,57398,Plantation Loan
Coconut,Udupi,Irrigated,2.39,45832,Plantation Loan
Coconut,Udupi,Irrigated,2.14,49444,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.31,48163,Plantation Loan
Coconut,Udupi,Irrigated,1.06,46521,Plantation Loan
Coconut,Tumakuru,Irrigated,1.05,48156,Plantation Loan
Coconut,Tumakuru,Irrigated,2.22,58552,Plantation Loan
Coconut,Tumakuru,Irrigated,1.03,57787,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.03,43538,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.02,53291,Plantation Loan
Coconut,Udupi,Coastal loamy,1.65,48621,Plantation Loan
Coconut,Udupi,Irrigated,1.82,42728,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.62,51826,Plantation Loan
Coconut,Udupi,Coastal loamy,2.29,44126,Plantation Loan
Coconut,Udupi,Irrigated,1.05,54645,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.38,49142,Plantation Loan
Coconut,Tumakuru,Irrigated,1.88,47376,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.41,42464,Plantation Loan
Coconut,Udupi,Coastal loamy,1.37,51644,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.8,53598,Plantation Loan
Coconut,Tumakuru,Irrigated,3.5,56234,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.77,55707,Plantation Loan
Coconut,Tumakuru,Irrigated,1.4,47888,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.65,50916,Plantation Loan
Coconut,Udupi,Coastal loamy,2.81,53012,Plantation Loan
Coconut,Udupi,Coastal loamy,2.72,50237,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.8,53598,Plantation Loan
Coconut,Udupi,Irrigated,1.15,52499,Plantation Loan
Coconut,Tumakuru,Irrigated,3.67,59783,Plantation Loan
Coconut,Udupi,Coastal loamy,3.95,59607,Plantation Loan
Coconut,Udupi,Irrigated,1.06,46521,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.66,47410,Plantation Loan
Coconut,Udupi,Coastal loamy,2.9,49925,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.75,46651,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.49,49707,Plantation Loan
Coconut,Udupi,Coastal loamy,2.05,56358,Plantation Loan
Coconut,Udupi,Coastal loamy,3.82,52528,Plantation Loan
Coconut,Tumakuru,Irrigated,3.7,45772,Plantation Loan
Coconut,Udupi,Coastal loamy,1.65,48621,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.67,49955,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.38,49142,Plantation Loan
Coconut,Udupi,Coastal loamy,3.01,53502,Plantation Loan
Coconut,Tumakuru,Irrigated,1.11,49589,Plantation Loan
Coconut,Udupi,Coastal loamy,1.72,42553,Plantation Loan
Coconut,Udupi,Irrigated,1.05,54645,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.62,51826,Plantation Loan
Coconut,Tumakuru,Irrigated,1.04,53351,Plantation Loan
Coconut,Udupi,Irrigated,3.16,56242,Plantation Loan
Coconut,Tumakuru,Irrigated,1.98,45621,Plantation Loan
Coconut,Tumakuru,Irrigated,3.57,55544,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.9,40783,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.65,50916,Plantation Loan
Coconut,Udupi,Coastal loamy,2.1,49200,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.42,44596,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.97,47339,Plantation Loan
Coconut,Udupi,Coastal loamy,1.41,56804,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,3.3,41618,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.65,49342,Plantation Loan
Coconut,Udupi,Irrigated,2.21,42066,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.4,58125,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.65,45782,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.31,41002,Plantation Loan
Coconut,Udupi,Irrigated,1.12,50677,Plantation Loan
Coconut,Tumakuru,Irrigated,1.98,45621,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.06,41642,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.42,41373,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.14,41879,Plantation Loan
Coconut,Udupi,Coastal loamy,2.6,47990,Plantation Loan
Coconut,Udupi,Irrigated,2.68,54901,Plantation Loan
Coconut,Udupi,Coastal loamy,2.29,44126,Plantation Loan
Coconut,Tumakuru,Irrigated,2.74,50618,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.72,57242,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.19,53887,Plantation Loan
Coconut,Tumakuru,Irrigated,2.31,57605,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.03,43538,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.67,49955,Plantation Loan
Coconut,Udupi,Coastal loamy,4.0,55901,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,2.87,57942,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.42,43528,Plantation Loan
Coconut,Udupi,Coastal loamy,1.55,59042,Plantation Loan
Coconut,Udupi,Irrigated,1.56,48180,Plantation Loan
Coconut,Tumakuru,Irrigated,3.79,56629,Plantation Loan
Coconut,Dakshina Kannada,Irrigated,1.29,56309,Plantation Loan
Coconut,Udupi,Irrigated,3.82,42539,Plantation Loan
Coconut,Udupi,Irrigated,1.56,48180,Plantation Loan
Coconut,Tumakuru,Irrigated,3.73,44989,Plantation Loan
